entity_id,occupant_full_name,occupant_first_name,occupant_surname,occupant_email,occupant_email2,phone,child(ren)_enrolled,photo_release,connection,center,status
FAM0627,Robin Allen 21,Robin,Allen,donor21@example.com,,,,N/A,Former Parent,JP,Living
IND0707,Robin Campbell 501,Robin,Campbell,donor501@example.com,,555-000-501,ChildA-1501,,Former Parent,La Casita,Living
FAM0900,Robin Campbell 741,Robin,Campbell,donor741@example.com,,,,N/A,Community,Community,Living
IND0572,Robin Campbell 981,Robin,Campbell,donor981@example.com,,555-000-981,ChildA-1981,,Former Parent,La Casita,Living
IND0504,Robin Carter 261,Robin,Carter,donor261@example.com,,555-000-261,ChildA-1261,,Former Parent,La Casita,Living
FAM0715,Robin Carter 301,Robin,Carter,donor301@example.com,,555-000-301,ChildA-1301,,Former Parent,La Casita,Living
IND0239,Robin Clark 421,Robin,Clark,donor421@example.com,,555-000-421,,N/A,Former Parent,JP,Living
IND1175,Robin Collins 581,Robin,Collins,donor581@example.com,,,,N/A,Community,Community,Living
FAM0347,Robin Edwards 381,Robin,Edwards,donor381@example.com,,555-000-381,ChildA-1358,,Former Parent,JP,Living
IND1296,Robin Evans 1141,Robin,Evans,donor1141@example.com,,,,N/A,Community,Community,Living
FAM0520,Robin Evans 221,Robin,Evans,donor221@example.com,,555-000-221,ChildA-1221,,Former Parent,La Casita,Living
FAM0883,Robin Flores 1021,Robin,Flores,donor1021@example.com,,,ChildA-2021,,Former Parent,La Casita,Living
IND1049,Robin Hall 621,Robin,Hall,donor621@example.com,,,,N/A,Community,Community,Living
IND1485,Robin Johnson 1485,Robin,Johnson,,,,,N/A,Community,Community,Living
FAM0824,Robin King 701,Robin,King,donor701@example.com,,555-000-701,,N/A,Former Parent,JP,Living
FAM0237,Robin Lopez 1061,Robin,Lopez,donor1061@example.com,,555-000-1061,,N/A,Former Parent,JP,Living
IND1344,Robin Mitchell 901,Robin,Mitchell,donor901@example.com,,,,N/A,Community,Community,Living
IND0633,Robin Morris 1221,Robin,Morris,donor1221@example.com,,555-000-1221,ChildA-2221,,Former Parent,La Casita,Living
IND1381,Robin Murphy 1461,Robin,Murphy,donor1461@example.com,,,,N/A,Community,Community,Living
FAM0225,Robin Phillips 1381,Robin,Phillips,donor1381@example.com,,555-000-1381,ChildA-2163,,Former Parent,JP,Living
FAM0215,Robin Phillips 461,Robin,Phillips,donor461@example.com,,,ChildA-1461,,Former Parent,La Casita,Living
IND1233,Robin Phillips 941,Robin,Phillips,donor941@example.com,,,,N/A,Community,Community,Living
FAM0328,Robin Rivera 1101,Robin,Rivera,donor1101@example.com,,555-000-1101,,N/A,Former Parent,JP,Living
IND0049,Robin Rogers 1301,Robin,Rogers,donor1301@example.com,,555-000-1301,,N/A,Former Parent,JP,Living
IND1070,Robin Rogers 141,Robin,Rogers,donor141@example.com,,,,N/A,Community,Community,Living
FAM0349,Robin Rogers 1421,Robin,Rogers,donor1421@example.com,,555-000-1421,ChildA-2255,,Former Parent,JP,Living
IND1489,Robin Rogers 1489,Robin,Rogers,,,,,N/A,Community,Community,Living
IND1281,Robin Rogers 661,Robin,Rogers,donor661@example.com,,,,N/A,Community,Community,Living
FAM0322,Robin Scott 861,Robin,Scott,donor861@example.com,,555-000-861,ChildA-1339,,Former Parent,JP,Living
FAM0179,Robin Smith 1341,Robin,Smith,donor1341@example.com,,555-000-1341,ChildA-2270,,Parent,TD,Living
IND1173,Robin Stewart 541,Robin,Stewart,donor541@example.com,,,,N/A,Community,Community,Living
IND0685,Robin Taylor 341,Robin,Taylor,donor341@example.com,,555-000-341,ChildA-1341,,Former Parent,La Casita,Living
IND1399,Robin Thomas 1501,Robin,Thomas,donor1501@example.com,,,,N/A,Community,Community,Living
FAM0144,Robin Thompson 101,Robin,Thompson,donor101@example.com,,555-000-101,,N/A,Former Parent,JP,Living
FAM0247,Robin Thompson 61,Robin,Thompson,donor61@example.com,,,ChildA-1025,,Former Parent,La Casita,Living
FAM0922,Robin White 781,Robin,White,donor781@example.com,,555-000-781,ChildA-1781,,Former Parent,JP,Living
IND0150,Robin White 821,Robin,White,donor821@example.com,,555-000-821,ChildA-1821,,Former Parent,La Casita,Living
FAM0532,Robin Wright 181,Robin,Wright,donor181@example.com,,555-000-181,ChildA-1181,,Board Member,HP,Living
UNK1557,"Rom Com, Inc.",,,,,,,,Corporate Donor,,Defunct
UNK1558,Rubio's Fresh Mexican Grill,,,,,,,,Corporate Donor,,Active
FAM0659,Sam Anderson 659,Sam,Anderson,,,,ChildA-1832,N/A,Former Parent,La Casita,Living
IND1361,Sam Brown 1405,Sam,Brown,donor1405@example.com,,,,N/A,Community,Community,Living
FAM0930,Sam Carter 930,Sam,Carter,,,,ChildA-1932,,Former Parent,La Casita,Living
IND1462,Sam Clark 1462,Sam,Clark,,,,,N/A,Community,Community,Living
FAM0748,Sam Collins 1085,Sam,Collins,donor1085@example.com,,555-000-1085,ChildA-1662,,Former Parent,HP,Living
FAM0184,Sam Collins 285,Sam,Collins,donor285@example.com,,,,N/A,Community,Community,Living
IND0462,Sam Cook 1365,Sam,Cook,donor1365@example.com,,555-000-1365,ChildA-2365,,Former Parent,La Casita,Living
IND0913,Sam Edwards 1045,Sam,Edwards,donor1045@example.com,,555-000-1045,ChildA-2045,,Former Parent,JP,Living
IND1467,Sam Edwards 1467,Sam,Edwards,,,,,N/A,Community,Community,Living
FAM0621,Sam Edwards 85,Sam,Edwards,donor85@example.com,,555-000-85,ChildA-1085,,Former Parent,La Casita,Living
IND0129,Sam Evans 485,Sam,Evans,donor485@example.com,,555-000-485,ChildA-1485,,Former Parent,JP,Living
IND1193,Sam Flores 685,Sam,Flores,donor685@example.com,,,,N/A,Community,Community,Living
IND0508,Sam Hall 125,Sam,Hall,donor125@example.com,,555-000-125,,N/A,Former Parent,JP,Living
IND0122,Sam Harris 165,Sam,Harris,donor165@example.com,,555-000-165,ChildA-1165,,Former Parent,La Casita,Living
IND1117,Sam Johnson 325,Sam,Johnson,donor325@example.com,,,,N/A,Community,Community,Living
IND1115,Sam Johnson 405,Sam,Johnson,donor405@example.com,,,,N/A,Community,Community,Living
IND1487,Sam King 1487,Sam,King,,,,,N/A,Community,Community,Living
FAM0258,Sam King 205,Sam,King,donor205@example.com,,555-000-205,,N/A,Former Parent,JP,Living
FAM0197,Sam Lewis 885,Sam,Lewis,donor885@example.com,,555-000-885,ChildA-1885,,Former Parent,JP,Living
FAM0417,Sam Mitchell 365,Sam,Mitchell,donor365@example.com,,555-000-365,,N/A,Former Parent,JP,Living
FAM0251,Sam Mitchell 45,Sam,Mitchell,donor45@example.com,,555-000-45,ChildA-1045,,Former Parent,JP,Living
FAM0184,Sam Mitchell 525,Sam,Mitchell,donor525@example.com,,,,N/A,Community,Community,Living
IND1392,Sam Morris 1485,Sam,Morris,donor1485@example.com,,,,N/A,Community,Community,Living
FAM0412,Sam Morris 645,Sam,Morris,donor645@example.com,,555-000-645,ChildA-1645,,Parent,TD,Living
FAM0073,Sam Murphy 1165,Sam,Murphy,donor1165@example.com,,555-000-1165,ChildA-2165,,Former Parent,JP,Living
IND1340,Sam Parker 1285,Sam,Parker,donor1285@example.com,,,,N/A,Community,Community,Living
IND0875,Sam Phillips 1445,Sam,Phillips,donor1445@example.com,,555-000-1445,ChildA-2445,,Former Parent,La Casita,Living
IND0620,Sam Phillips 445,Sam,Phillips,donor445@example.com,,555-000-445,ChildA-1445,,Former Parent,La Casita,Living
FAM0895,Sam Phillips 5,Sam,Phillips,donor5@example.com,,555-000-5,ChildA-1005,Yes,Parent,HP,Living
IND1198,Sam Phillips 725,Sam,Phillips,donor725@example.com,,,,N/A,Community,Community,Living
IND0327,Sam Rivera 765,Sam,Rivera,donor765@example.com,,555-000-765,ChildA-1765,,Former Parent,La Casita,Living
FAM0161,Sam Roberts 565,Sam,Roberts,donor565@example.com,,,,N/A,Community,Community,Living
FAM0939,Sam Rogers 245,Sam,Rogers,donor245@example.com,,555-000-245,,N/A,Former Parent,JP,Living
IND1364,Sam Scott 605,Sam,Scott,donor605@example.com,,,,N/A,Community,Community,Living
FAM0065,Sam Scott 805,Sam,Scott,donor805@example.com,,555-000-805,ChildA-1805,Yes,Parent,HP,Living
FAM0574,Sam Walker 1245,Sam,Walker,donor1245@example.com,,555-000-1245,ChildA-2245,,Former Parent,La Casita,Living
FAM0256,Sam Wright 1005,Sam,Wright,donor1005@example.com,,555-000-1005,ChildA-1754,,Former Parent,La Casita,Living
FAM0864,Sam Wright 1325,Sam,Wright,donor1325@example.com,,555-000-1325,ChildA-2325,,Parent,TD,Living
IND1127,Sawyer Allen 359,Sawyer,Allen,donor359@example.com,,,,N/A,Community,Community,Living
FAM0127,Sawyer Anderson 959,Sawyer,Anderson,donor959@example.com,,555-000-959,,N/A,Former Parent,JP,Living
FAM0107,Sawyer Brown 879,Sawyer,Brown,donor879@example.com,,,,N/A,Community,Community,Living
IND1159,Sawyer Campbell 519,Sawyer,Campbell,donor519@example.com,,,,N/A,Community,Community,Living
FAM0997,Sawyer Campbell 679,Sawyer,Campbell,donor679@example.com,,,,N/A,Community,Community,Living
FAM0075,Sawyer Clark 1199,Sawyer,Clark,donor1199@example.com,,555-000-1199,ChildA-1472,,Former Parent,JP,Living
FAM0789,Sawyer Collins 1039,Sawyer,Collins,donor1039@example.com,,,ChildA-1998,,Former Parent,La Casita,Living
IND1095,Sawyer Cook 239,Sawyer,Cook,donor239@example.com,,,,N/A,Community,Community,Living
IND1276,Sawyer Edwards 1079,Sawyer,Edwards,donor1079@example.com,,,,N/A,Community,Community,Living
FAM1003,Sawyer Flores 39,Sawyer,Flores,donor39@example.com,donor392@example.com,555-000-39,,N/A,Former Parent,JP,Living
FAM0833,Sawyer Flores 439,Sawyer,Flores,donor439@example.com,,555-000-439,ChildA-1439,,Former Parent,La Casita,Living
IND0683,Sawyer Harris 319,Sawyer,Harris,donor319@example.com,,555-000-319,ChildA-1319,,Former Parent,La Casita,Living
FAM1465,Sawyer Johnson 1465,Sawyer,Johnson,,,,,N/A,Community,Community,Living
FAM0804,Sawyer Johnson 279,Sawyer,Johnson,donor279@example.com,,555-000-279,ChildA-1279,,Former Parent,La Casita,Living
FAM0754,Sawyer Johnson 479,Sawyer,Johnson,donor479@example.com,,555-000-479,,N/A,Former Parent,JP,Living
FAM1026,Sawyer Johnson 639,Sawyer,Johnson,donor639@example.com,,,,N/A,Community,Community,Living
IND0750,Sawyer King 839,Sawyer,King,donor839@example.com,,555-000-839,ChildA-1839,,Former Parent,La Casita,Living
IND1172,Sawyer Lopez 919,Sawyer,Lopez,donor919@example.com,,,,N/A,Community,Community,Living
IND0740,Sawyer Morris 1239,Sawyer,Morris,donor1239@example.com,,555-000-1239,ChildA-2239,,Former Parent,JP,Living
FAM0032,Sawyer Morris 159,Sawyer,Morris,donor159@example.com,,,,N/A,Community,Community,Living
FAM0545,Sawyer Nguyen 719,Sawyer,Nguyen,donor719@example.com,,555-000-719,ChildA-1153,,Former Parent,La Casita,Living
FAM0063,Sawyer Nguyen 999,Sawyer,Nguyen,donor999@example.com,,555-000-999,ChildA-1483,,Former Parent,JP,Living
IND0002,Sawyer Parker 119,Sawyer,Parker,donor119@example.com,,555-000-119,ChildA-1119,,Former Parent,JP,Living
IND1482,Sawyer Parker 1482,Sawyer,Parker,,,,,N/A,Community,Community,Living
IND0814,Sawyer Perez 1399,Sawyer,Perez,donor1399@example.com,,555-000-1399,,N/A,Former Parent,La Casita,Living
FAM0267,Sawyer Perez 199,Sawyer,Perez,donor199@example.com,,,ChildA-1199,,Former Parent,La Casita,Living
IND1339,Sawyer Phillips 1279,Sawyer,Phillips,donor1279@example.com,,,,N/A,Community,Community,Living
FAM0303,Sawyer Phillips 399,Sawyer,Phillips,donor399@example.com,,555-000-399,ChildA-1399,,Former Parent,La Casita,Living
FAM0012,Sawyer Phillips 79,Sawyer,Phillips,donor79@example.com,,555-000-79,,N/A,Former Parent,JP,Living
IND1377,Sawyer Rivera 1439,Sawyer,Rivera,donor1439@example.com,,,,N/A,Community,Community,Living
IND1499,Sawyer Rivera 1499,Sawyer,Rivera,,,,,N/A,Community,Community,Living
FAM0419,Sawyer Rivera 559,Sawyer,Rivera,donor559@example.com,,555-000-559,,N/A,Former Parent,JP,Living
FAM1441,Sawyer Stewart 1441,Sawyer,Stewart,,,,,N/A,Community,Community,Living
IND0648,Sawyer Stewart 599,Sawyer,Stewart,donor599@example.com,,555-000-599,ChildA-1599,,Former Parent,La Casita,Living
UNK1312,Sawyer Taylor 1500,,,donor1500@example.com,,,,N/A,Community,Community,Living
FAM0398,Sawyer Taylor 759,Sawyer,Taylor,donor759@example.com,,555-000-759,,N/A,Former Parent,JP,Living
FAM0781,Sawyer Thompson 799,Sawyer,Thompson,donor799@example.com,,555-000-799,ChildA-1799,Yes,Parent,HP,Living
FAM0924,Sawyer Walker 1479,Sawyer,Walker,donor1479@example.com,,555-000-1479,,N/A,Former Parent,JP,Living
UNK1559,Scholastic,,,,,,,,Corporate Donor,,Active
UNK1560,Self Realization Fellowship Church,,,,,,,,Corporate Donor,,Active
UNK1561,Shakey's,,,,,,,,Corporate Donor,,Active
FAM0251,Shannon Adams 428,Shannon,Adams,donor428@example.com,,555-000-428,ChildA-1045,,Former Parent,JP,Living
FAM0424,Shannon Anderson 1388,Shannon,Anderson,donor1388@example.com,,,ChildA-1091,,Former Parent,La Casita,Living
FAM0797,Shannon Campbell 268,Shannon,Campbell,donor268@example.com,,555-000-268,ChildA-1268,,Former Parent,La Casita,Living
IND1372,Shannon Carter 1428,Shannon,Carter,donor1428@example.com,,,,N/A,Community,Community,Living
IND1184,Shannon Clark 628,Shannon,Clark,donor628@example.com,,,,N/A,Community,Community,Living
FAM0127,Shannon Edwards 28,Shannon,Edwards,donor28@example.com,,555-000-28,,N/A,Former Parent,JP,Living
FAM0564,Shannon Edwards 508,Shannon,Edwards,donor508@example.com,,555-000-508,,N/A,Former Parent,JP,Living
FAM1032,Shannon Edwards 908,Shannon,Edwards,donor908@example.com,,555-000-908,,N/A,Former Parent,JP,Living
FAM0152,Shannon Evans 988,Shannon,Evans,donor988@example.com,,555-000-988,ChildA-1018,,Former Parent,JP,Living
FAM0554,Shannon Flores 1108,Shannon,Flores,donor1108@example.com,,555-000-1108,ChildA-1786,,Former Parent,La Casita,Living
FAM0666,Shannon Hall 668,Shannon,Hall,donor668@example.com,,,,N/A,Former Board Member,Community,Living
IND1311,Shannon Johnson 1188,Shannon,Johnson,donor1188@example.com,,,,N/A,Community,Community,Living
FAM0680,Shannon King 148,Shannon,King,donor148@example.com,,555-000-148,ChildA-1148,,Former Parent,La Casita,Living
IND1151,Shannon King 468,Shannon,King,donor468@example.com,,,,N/A,Community,Community,Living
FAM0941,Shannon King 941,Shannon,King,,,,,N/A,Community,Community,Living
FAM0210,Shannon Lopez 1268,Shannon,Lopez,donor1268@example.com,,555-000-1268,ChildA-1469,,Parent,TD,Living
FAM0024,Shannon Lopez 308,Shannon,Lopez,donor308@example.com,,555-000-308,ChildA-1308,,Former Parent,La Casita,Living
FAM0656,Shannon Lopez 388,Shannon,Lopez,donor388@example.com,,555-000-388,ChildA-1388,,Former Parent,La Casita,Living
FAM1001,Shannon Lopez 68,Shannon,Lopez,donor68@example.com,,555-000-68,,N/A,Former Parent,JP,Living
FAM0206,Shannon Morris 1308,Shannon,Morris,donor1308@example.com,,555-000-1308,ChildA-2132,,Former Parent,JP,Living
IND0513,Shannon Morris 348,Shannon,Morris,donor348@example.com,,555-000-348,,N/A,Former Parent,La Casita,Living
IND1385,Shannon Murphy 1468,Shannon,Murphy,donor1468@example.com,,,,N/A,Community,Community,Living
IND1275,Shannon Nguyen 1068,Shannon,Nguyen,donor1068@example.com,,,,N/A,Community,Community,Living
IND1063,Shannon Phillips 108,Shannon,Phillips,donor108@example.com,,,,N/A,Community,Community,Living
FAM0711,Shannon Phillips 708,Shannon,Phillips,donor708@example.com,,555-000-708,ChildA-1007,,Former Parent,JP,Living
IND1379,Shannon Phillips 948,Shannon,Phillips,donor948@example.com,,,,N/A,Community,Community,Living
FAM0645,Shannon Rivera 1148,Shannon,Rivera,donor1148@example.com,,555-000-1148,ChildA-1843,,Former Parent,La Casita,Living
IND0519,Shannon Rivera 188,Shannon,Rivera,donor188@example.com,,555-000-188,ChildA-1188,,Former Parent,La Casita,Living
FAM0254,Shannon Smith 1348,Shannon,Smith,donor1348@example.com,,555-000-1348,ChildA-1669,,Former Parent,JP,Living
IND0227,Shannon Smith 828,Shannon,Smith,donor828@example.com,,555-000-828,,N/A,Former Parent,JP,Living
FAM0609,Shannon Stewart 588,Shannon,Stewart,donor588@example.com,,555-000-588,,N/A,Former Parent,JP,Living
FAM0558,Shannon Stewart 868,Shannon,Stewart,donor868@example.com,donor8682@example.com,,,N/A,Community,Community,Living
IND1214,Shannon Thompson 788,Shannon,Thompson,donor788@example.com,,,,N/A,Community,Community,Living
FAM0673,Shannon Walker 1228,Shannon,Walker,donor1228@example.com,,,,N/A,Community,Community,Living
IND1208,Shannon Walker 748,Shannon,Walker,donor748@example.com,,,,N/A,Community,Community,Living
IND1269,Shannon Wright 1028,Shannon,Wright,donor1028@example.com,,,,N/A,Community,Community,Living
FAM0713,Shannon Wright 228,Shannon,Wright,donor228@example.com,,555-000-228,,N/A,Former Parent,JP,Living
IND1346,Skylar Allen 1369,Skylar,Allen,donor1369@example.com,,,,N/A,Community,Community,Living
IND1291,Skylar Brown 1129,Skylar,Brown,donor1129@example.com,,,,N/A,Community,Community,Living
FAM0793,Skylar Brown 289,Skylar,Brown,donor289@example.com,,555-000-289,,N/A,Former Parent,HP,Living
FAM0820,Skylar Collins 1049,Skylar,Collins,donor1049@example.com,,555-000-1049,ChildA-2049,,Former Parent,JP,Living
IND0391,Skylar Cook 1289,Skylar,Cook,donor1289@example.com,,555-000-1289,ChildA-2289,,Former Parent,La Casita,Living
IND1054,Skylar Cook 49,Skylar,Cook,donor49@example.com,,,,N/A,Community,Community,Living
IND1113,Skylar Edwards 9,Skylar,Edwards,donor9@example.com,,,,N/A,Community,Community,Living
FAM0758,Skylar Evans 1169,Skylar,Evans,donor1169@example.com,,555-000-1169,ChildA-2169,,Former Parent,JP,Living
FAM0965,Skylar Evans 89,Skylar,Evans,donor89@example.com,,,ChildA-1043,,Former Parent,La Casita,Living
FAM0403,Skylar Hall 1089,Skylar,Hall,donor1089@example.com,,555-000-1089,,N/A,Former Parent,JP,Living
IND1112,Skylar Hall 249,Skylar,Hall,donor249@example.com,,,,N/A,Community,Community,Living
IND1213,Skylar Harris 689,Skylar,Harris,donor689@example.com,,,,N/A,Community,Community,Living
FAM0022,Skylar Johnson 849,Skylar,Johnson,donor849@example.com,,555-000-849,ChildA-1849,,Former Parent,La Casita,Living
FAM0881,Skylar King 1409,Skylar,King,donor1409@example.com,,,,N/A,Community,Community,Living
IND0792,Skylar King 329,Skylar,King,donor329@example.com,,555-000-329,ChildA-1329,,Former Parent,La Casita,Living
IND1242,Skylar Lewis 929,Skylar,Lewis,donor929@example.com,,,,N/A,Community,Community,Living
IND0636,Skylar Martin 129,Skylar,Martin,donor129@example.com,,555-000-129,ChildA-1129,,Former Parent,La Casita,Living
FAM0983,Skylar Martin 649,Skylar,Martin,donor649@example.com,,555-000-649,ChildA-1649,,Former Parent,JP,Living
FAM0116,Skylar Martin 729,Skylar,Martin,donor729@example.com,,555-000-729,ChildA-1729,,Former Parent,JP,Living
FAM0331,Skylar Mitchell 529,Skylar,Mitchell,donor529@example.com,,555-000-529,ChildA-1529,,Former Parent,La Casita,Living
FAM0631,Skylar Morris 1209,Skylar,Morris,donor1209@example.com,,555-000-1209,ChildA-1155,,Former Parent,La Casita,Living
IND0460,Skylar Morris 1449,Skylar,Morris,donor1449@example.com,,555-000-1449,ChildA-2449,,Former Parent,La Casita,Living
FAM0881,Skylar Morris 809,Skylar,Morris,donor809@example.com,,,,N/A,Community,Community,Living
IND1403,Skylar Murphy 1489,Skylar,Murphy,donor1489@example.com,,555-000-1489,,N/A,Community,Community,Living
FAM0101,Skylar Nguyen 369,Skylar,Nguyen,donor369@example.com,,555-000-369,ChildA-1369,,Former Parent,JP,Living
FAM1008,Skylar Perez 169,Skylar,Perez,donor169@example.com,,,,N/A,Community,Community,Living
FAM0552,Skylar Phillips 449,Skylar,Phillips,donor449@example.com,,555-000-449,ChildA-1014,,Former Parent,JP,Living
IND1152,Skylar Phillips 489,Skylar,Phillips,donor489@example.com,,,,N/A,Community,Community,Living
FAM0264,Skylar Rivera 209,Skylar,Rivera,donor209@example.com,,555-000-209,ChildA-1209,,Former Parent,JP,Living
IND1286,Skylar Rivera 409,Skylar,Rivera,donor409@example.com,,,,N/A,Community,Community,Living
IND0183,Skylar Scott 769,Skylar,Scott,donor769@example.com,,555-000-769,ChildA-1769,,Former Parent,La Casita,Living
FAM0562,Skylar Smith 569,Skylar,Smith,donor569@example.com,,555-000-569,,N/A,Former Parent,JP,Living
FAM0854,Skylar Stewart 1329,Skylar,Stewart,donor1329@example.com,,555-000-1329,,N/A,Former Parent,JP,Living
IND1247,Skylar Taylor 969,Skylar,Taylor,donor969@example.com,,,,N/A,Community,Community,Living
IND1234,Skylar Thomas 889,Skylar,Thomas,donor889@example.com,,,,N/A,Community,Community,Living
FAM0173,Skylar Walker 609,Skylar,Walker,donor609@example.com,,555-000-609,ChildA-1609,,Former Parent,JP,Living
FAM1432,Skylar Wright 1432,Skylar,Wright,,,,,N/A,Community,Community,Living
FAM0785,Skylar Young 1249,Skylar,Young,donor1249@example.com,,555-000-1249,,N/A,Former Parent,JP,Living
UNK1563,Smart Circle International LLC,,,,,,,,Corporate Donor,,Active
UNK1564,SoCal Frozen Treat,,,,,,,,Corporate Donor,,Active
IND1443,Spencer Allen 1443,Spencer,Allen,,,,,N/A,Community,Community,Living
FAM0179,Spencer Brown 1270,Spencer,Brown,donor1270@example.com,,555-000-1270,ChildA-2270,,Former Parent,,Living
FAM0090,Spencer Campbell 1430,Spencer,Campbell,donor1430@example.com,,555-000-1430,,N/A,Former Parent,JP,Living
IND1050,Spencer Campbell 30,Spencer,Campbell,donor30@example.com,,,,N/A,Community,Community,Living
FAM0873,Spencer Campbell 310,Spencer,Campbell,donor310@example.com,,555-000-310,,N/A,Former Parent,JP,Living
FAM0038,Spencer Clark 1030,Spencer,Clark,donor1030@example.com,,555-000-1030,,N/A,Former Parent,JP,Living
FAM0376,Spencer Clark 550,Spencer,Clark,donor550@example.com,,555-000-550,ChildA-1550,,Former Parent,JP,Living
IND1498,Spencer Collins 1498,Spencer,Collins,,,,,N/A,Community,Community,Living
FAM0024,Spencer Cook 790,Spencer,Cook,donor790@example.com,,555-000-790,ChildA-1308,,Former Parent,La Casita,Living
FAM0133,Spencer Cook 870,Spencer,Cook,donor870@example.com,,555-000-870,ChildA-1870,,Former Parent,La Casita,Living
FAM0506,Spencer Evans 750,Spencer,Evans,donor750@example.com,,,ChildA-1750,,Former Parent,La Casita,Living
IND1238,Spencer Flores 710,Spencer,Flores,donor710@example.com,,,,N/A,Community,Community,Living
FAM0640,Spencer Johnson 990,Spencer,Johnson,donor990@example.com,,555-000-990,,N/A,Community,Community,Living
FAM0299,Spencer Lewis 1310,Spencer,Lewis,donor1310@example.com,,555-000-1310,ChildA-1744,,Former Parent,JP,Living
FAM0396,Spencer Lewis 270,Spencer,Lewis,donor270@example.com,,555-000-270,ChildA-1270,,Former Parent,JP,Living
FAM0061,Spencer Mitchell 150,Spencer,Mitchell,donor150@example.com,,555-000-150,,N/A,Former Parent,JP,Living
FAM0945,Spencer Morris 1150,Spencer,Morris,donor1150@example.com,,,,N/A,Community,Community,Dead
IND1357,Spencer Morris 1390,Spencer,Morris,donor1390@example.com,,,,N/A,Community,Community,Living
FAM0305,Spencer Morris 230,Spencer,Morris,donor230@example.com,,555-000-230,ChildA-1230,,Parent,TD,Living
FAM0783,Spencer Morris 430,Spencer,Morris,donor430@example.com,,,,N/A,Community,Community,Living
FAM0036,Spencer Nguyen 510,Spencer,Nguyen,donor510@example.com,,555-000-510,,N/A,Former Parent,JP,Living
IND0143,Spencer Parker 1230,Spencer,Parker,donor1230@example.com,,555-000-1230,ChildA-2230,,Former Parent,La Casita,Living
FAM0666,Spencer Perez 950,Spencer,Perez,donor950@example.com,,,,N/A,Community,Community,Living
FAM0916,Spencer Rivera 830,Spencer,Rivera,donor830@example.com,,555-000-830,ChildA-1830,,Former Parent,JP,Living
IND1114,Spencer Scott 1110,Spencer,Scott,donor1110@example.com,,,,N/A,Community,Community,Living
IND1506,Spencer Scott 1506,Spencer,Scott,,,,,N/A,Community,Community,Living
FAM0889,Spencer Smith 1070,Spencer,Smith,donor1070@example.com,,555-000-1070,ChildA-1587,,Former Parent,JP,Living
IND0451,Spencer Smith 390,Spencer,Smith,donor390@example.com,,555-000-390,ChildA-1390,,Former Parent,La Casita,Living
FAM0167,Spencer Stewart 590,Spencer,Stewart,donor590@example.com,,555-000-590,,N/A,Former Parent,JP,Living
FAM0476,Spencer Thomas 910,Spencer,Thomas,donor910@example.com,,555-000-910,,N/A,Former Parent,JP,Living
IND0191,Spencer Thompson 1190,Spencer,Thompson,donor1190@example.com,,555-000-1190,ChildA-2190,,Former Parent,La Casita,Living
IND0253,Spencer Thompson 470,Spencer,Thompson,donor470@example.com,,555-000-470,,N/A,Former Parent,JP,Living
IND1069,Spencer Thompson 70,Spencer,Thompson,donor70@example.com,,,,N/A,Community,Community,Living
IND1064,Spencer Walker 110,Spencer,Walker,donor110@example.com,,,,N/A,Community,Community,Living
IND1081,Spencer Walker 190,Spencer,Walker,donor190@example.com,,555-000-190,,N/A,Community,Community,Living
FAM0769,Spencer White 670,Spencer,White,donor670@example.com,,555-000-670,ChildA-1572,,Former Parent,La Casita,Living
IND1119,Spencer Wright 350,Spencer,Wright,donor350@example.com,,,,N/A,Community,Community,Living
FAM0530,Sydney Adams 1460,Sydney,Adams,donor1460@example.com,,555-000-1460,ChildA-1160,,Former Parent,La Casita,Living
IND1042,Sydney Adams 60,Sydney,Adams,donor60@example.com,,,,N/A,Community,Community,Living
FAM0487,Sydney Allen 180,Sydney,Allen,donor180@example.com,,555-000-180,ChildA-1180,,Former Board Member,JP,Living
IND1224,Sydney Allen 860,Sydney,Allen,donor860@example.com,,,,N/A,Community,Community,Living
IND1310,Sydney Anderson 1180,Sydney,Anderson,donor1180@example.com,,,,N/A,Community,Community,Living
IND1261,Sydney Campbell 980,Sydney,Campbell,donor980@example.com,,,,N/A,Community,Community,Living
IND0126,Sydney Carter 1220,Sydney,Carter,donor1220@example.com,,555-000-1220,ChildA-2220,,Former Parent,La Casita,Living
FAM0331,Sydney Carter 1300,Sydney,Carter,donor1300@example.com,,555-000-1300,ChildA-1529,,Former Parent,La Casita,Living
FAM0662,Sydney Clark 260,Sydney,Clark,donor260@example.com,donor2602@example.com,,,N/A,Community,Community,Living
IND0588,Sydney Collins 620,Sydney,Collins,donor620@example.com,,555-000-620,ChildA-1620,,Former Parent,La Casita,Living
IND0512,Sydney Edwards 820,Sydney,Edwards,donor820@example.com,,555-000-820,ChildA-1820,,Former Parent,JP,Living
FAM0973,Sydney Evans 20,Sydney,Evans,donor20@example.com,,555-000-20,,N/A,Former Parent,JP,Living
IND0463,Sydney Evans 380,Sydney,Evans,donor380@example.com,,555-000-380,ChildA-1380,,Former Parent,La Casita,Living
IND1369,Sydney Hall 1420,Sydney,Hall,donor1420@example.com,,,,N/A,Community,Community,Living
FAM0069,Sydney Hall 900,Sydney,Hall,donor900@example.com,,555-000-900,ChildA-1010,,Parent,TD,Living
FAM0483,Sydney Johnson 740,Sydney,Johnson,donor740@example.com,,555-000-740,ChildA-1740,,Former Parent,La Casita,Living
